Word,Count,POS,Definition
Ochoa,5,n,United States biochemist (born in Spain) who studied the biological synthesis of nucleic acids (1905-1993)
octet,5,n,a musical composition written for eight performers
octet,5,n,eight people considered as a unit
octet,5,n,a set of eight similar things considered as a unit
octet,5,n,eight performers or singers who perform together
Odets,5,n,United States playwright (1906-1963)
odist,5,n,a poet who writes odes
odium,5,n,state of disgrace resulting from detestable behavior
offal,5,n,viscera and trimmings of a butchered animal often considered inedible by humans
offer,5,n,something offered (as a proposal or bid); noteworthy new offerings for investors included several index funds
offer,5,n,the verbal act of offering; a generous offer of assistance
Ogden,5,n,a town in northern Utah settled by Mormons
Ogden,5,n,English psychologist who collaborated with I. A. Richards in designing Basic English (1889-1957)
ogler,5,n,a viewer who gives a flirtatious or lewd look at another person
oiler,5,n,a worker who oils engines or machinery
okapi,5,n,similar to the giraffe but smaller with much shorter neck and stripe on the legs
oldie,5,n,a song that was formerly popular
olive,5,n,a yellow-green color of low brightness and saturation
olive,5,n,one-seeded fruit of the European olive tree usually pickled and used as a relish
olive,5,n,hard yellow often variegated wood of an olive tree; used in cabinetwork
olive,5,n,evergreen tree cultivated in the Mediterranean region since antiquity and now elsewhere; has edible shiny black fruits
olive,5,n,small ovoid fruit of the European olive tree; important food and source of oil
Olmec,5,n,a member of an early Mesoamerican civilization centered around Veracruz that flourished between 1300 and 400 BC
ology,5,n,an informal word (abstracted from words with this ending) for some unidentified branch of knowledge
Omaha,5,n,thoroughbred that won the triple crown in 1935
Omaha,5,n,the Dhegiha dialect spoken by the Omaha
Omaha,5,n,largest city in Nebraska; located in eastern Nebraska on the Missouri river; a major transportation center of the Midwest
Omaha,5,n,a member of the Siouan people formerly living in the Missouri river valley in northeastern Nebraska
Omani,5,n,a native or inhabitant of Oman
omega,5,n,the last (24th) letter of the Greek alphabet
omega,5,n,"the ending of a series or sequence; the Alpha and the Omega, the first and the last, the beginning and the end--Revelation"
Omiya,5,n,a city of east central Honshu; a suburb of Tokyo
onion,5,n,an aromatic flavorful vegetable
onion,5,n,bulbous plant having hollow leaves cultivated worldwide for its rounded edible bulb
onion,5,n,the bulb of an onion plant
onset,5,n,the beginning or early stages; the onset of pneumonia
ootid,5,n,mature ovum after penetration by sperm but before the formation of a zygote
opepe,5,n,large African forest tree yielding a strong hard yellow to golden brown lumber; sometimes placed in genus Sarcocephalus
opera,5,n,a building where musical dramas are performed
Opera,5,n,a commercial browser
opera,5,n,a drama set to music; consists of singing with orchestral accompaniment and an orchestral overture and interludes
opium,5,n,an addictive narcotic extracted from seed capsules of the opium poppy
opsin,5,n,retinal protein formed by the action of light on rhodopsin
Optez,5,n,an artificial language
orach,5,n,any of various herbaceous plants of the genus Atriplex that thrive in deserts and salt marshes
orbit,5,n,the (usually elliptical) path described by one celestial body in its revolution about another; he plotted the orbit of the moon
orbit,5,n,the path of an electron around the nucleus of an atom
Orczy,5,n,British writer (born in Hungary) (1865-1947)
order,5,n,the act of putting things in a sequential arrangement; there were mistakes in the ordering of items on the list
order,5,n,(architecture) one of original three styles of Greek architecture distinguished by the type of column and entablature used or a style developed from the original three by the Romans
order,5,n,a degree in a continuum of size or quantity; it was on the order of a mile; an explosion of a low order of magnitude
order,5,n,a commercial document used to request someone to supply something in return for payment and providing specifications and quantities; IBM received an order for a hundred computers
order,5,n,a body of rules followed by an assembly
order,5,n,"(often plural) a command given by a superior (e.g., a military or law enforcement officer) that must be obeyed; the British ships dropped anchor and waited for orders from London"
order,5,n,"a request for something to be made, supplied, or served; I gave the waiter my order; the company's products were in such demand that they got more orders than their call center could handle"
order,5,n,(biology) taxonomic group containing one or more families
order,5,n,a group of person living under a religious rule; the order of Saint Benedict
order,5,n,established customary state (especially of society); order ruled in the streets; law and order
Oread,5,n,(Greek mythology) one of the mountain nymphs
organ,5,n,wind instrument whose sound is produced by means of pipes arranged in sets supplied with air from a bellows and controlled from a large complex musical keyboard
organ,5,n,a fully differentiated structural and functional unit in an animal that is specialized for some particular function
organ,5,n,a periodical that is published by a special interest group; the organ of the communist party
organ,5,n,a government agency or instrument devoted to the performance of some specific function; The Census Bureau is an organ of the Commerce Department
oriel,5,n,a projecting bay window corbeled or cantilevered out from a wall
Orion,5,n,a constellation on the equator to the east of Taurus; contains Betelgeuse and Rigel
Orion,5,n,(Greek mythology) a giant Boeotian hunter who pursued the Pleiades and was eventually slain by Artemis; was then placed in the sky as a constellation
Oriya,5,n,a Magadhan language that is spoken by the Oriya and is the official language of the Indian state of Orissa
Oriya,5,n,a member of a people in India living in Orissa and neighboring areas
Orlon,5,n,an acrylic fiber or the lightweight crease-resistant fabric made with Orlon yarns
ormer,5,n,an abalone found near the Channel Islands
Orono,5,n,a university town in east central Maine on the Penobscot River to the north of Bangor
Oryza,5,n,rice
Osage,5,n,the Dhegiha dialect spoken by the Osage
Osage,5,n,a river in Missouri that is a tributary of the Missouri River
Osage,5,n,a member of the Siouan people formerly living in Missouri in the valleys of the Missouri and Osage rivers; oil was found on Osage lands early in the 20th century
Osaka,5,n,port city on southern Honshu on Osaka Bay; a commercial and industrial center of Japan
Oscan,5,n,an extinct Italic language of ancient southern Italy
Oscan,5,n,an Oscan-speaking member of an ancient people of Campania
osier,5,n,any of various willows having pliable twigs used in basketry and furniture
osier,5,n,flexible twig of a willow tree
otter,5,n,freshwater carnivorous mammal having webbed and clawed feet and dark brown fur
otter,5,n,the fur of an otter
Ouija,5,n,a board with the alphabet on it; used with a planchette to spell out supernatural messages
Oujda,5,n,a city in northeastern Morocco near the Algerian border
ounce,5,n,a unit of weight equal to one sixteenth of a pound or 16 drams or 28.349 grams
ounce,5,n,a unit of apothecary weight equal to 480 grains or one twelfth of a troy pound
outgo,5,n,money paid out; an amount spent
ovary,5,n,(vertebrates) one of usually two organs that produce ova and secrete estrogen and progesterone
ovary,5,n,the organ that bears the ovules of a flower
ovoid,5,n,an egg-shaped object
ovolo,5,n,a convex molding having a cross section in the form of a quarter of a circle or of an ellipse
Ovral,5,n,trade name for an oral contraceptive containing estradiol and norgestrel
ovule,5,n,a small or immature ovum
ovule,5,n,a small body that contains the female germ cell of a plant; develops into a seed after fertilization
Owens,5,n,United States athlete and Black American whose success in the 1936 Olympic Games in Berlin outraged Hitler (1913-1980)
owlet,5,n,young owl
owner,5,n,(law) someone who owns (is legal possessor of) a business; he is the owner of a chain of restaurants
owner,5,n,a person who owns something; they are searching for the owner of the car; who is the owner of that friendly smile?
oxbow,5,n,a wooden framework bent in the shape of a U; its upper ends are attached to the horizontal yoke and the loop goes around the neck of an ox
