lemma,Count,part_of_speech,hypernyms
twirl,5,noun,fold|rotation
twirl,5,verb,revolve|rotate
twirp,5,noun,simpleton
twirp,5,verb,sound
twist,5,noun,development|interpretation|maneuver|rotation|injury|fold|curve|current|movement|hairdo|social dancing|rotation|rotation
twist,5,verb,move|change shape|turn|change shape|shape|be|dance|pull|denote|injure
tying,5,noun,fastening
tying,5,verb,fasten|equal|restrict|shape|relate|officiate|fashion|connect
tyiyn,5,noun,kyrgyzstani monetary unit
typha,5,noun,monocot genus
ubykh,5,noun,caucasian
udder,5,noun,mammary gland
ugric,5,noun,finno-ugric
uigur,5,noun,turki|turki|script
ukase,5,noun,imperial decree
ulama,5,noun,body
ulcer,5,noun,lesion
ulema,5,noun,body
ulmus,5,noun,dicot genus
umbel,5,noun,inflorescence
umber,5,noun,earth color|brown
umbra,5,noun,shadow
ummah,5,noun,community
unarm,5,verb,deprive
unbar,5,verb,open
unbox,5,verb,unpack
uncle,5,noun,kinsman|benefactor
uncus,5,noun,hook
unfit,5,verb,change
uniat,5,noun,catholic
unify,5,verb,integrate|change|change|join|change
union,5,noun,organization|sexual activity|state|marital status|healing|political unit|set|happening|device|combination
unite,5,verb,join|integrate|have|change|change
unity,5,noun,state|digit|identity
unlax,5,verb,affect
unman,5,verb,faze
unpin,5,verb,undo
unsay,5,verb,disown
unsex,5,verb,deprive|change|operate on
untie,5,verb,undo|change
unzip,5,verb,unfasten
upend,5,verb,overturn|put
upper,5,noun,berth|piece of leather|drug of abuse;stimulant
upset,5,noun,agitation|disturbance|physical condition|tool|inversion|success
upset,5,verb,touch|arouse|affect|move|shape|get the better of
upupa,5,noun,bird genus
urate,5,noun,salt
uriah,5,noun,soldier
urial,5,noun,wild sheep
urine,5,noun,body waste
ursus,5,noun,mammal genus
usage,5,noun,activity|practice;survival|language
usbeg,5,noun,turki|turki
usbek,5,noun,turki|turki
usher,5,noun,official|escort
usher,5,verb,lead
using,5,noun,mistreatment
using,5,verb,consume|exploit|act
usnea,5,noun,fungus genus
usuli,5,noun,religious movement
usurp,5,verb,take|supplant
usury,5,noun,interest rate|lending
utter,5,verb,communicate|circulate
uvula,5,noun,flap
uygur,5,noun,turki|turki|script
uzbak,5,noun,turki|turki
uzbeg,5,noun,turki|turki
uzbek,5,noun,turki|turki
vagus,5,noun,cranial nerve
vajra,5,noun,hindu deity
valet,5,noun,body servant;manservant
valet,5,verb,serve
valor,5,noun,courage
valse,5,noun,ballroom dancing
value,5,noun,numerical quantity|worth|measure|color property|duration|ideal
value,5,verb,determine|see|see|evaluate|measure
valve,5,noun,structure|device|control|shell|shell
vanda,5,noun,orchid
vanir,5,noun,norse deity
vapor,5,noun,suspension|phase change
varan,5,noun,lizard
varix,5,noun,abnormality
varna,5,noun,group
varus,5,noun,deformity
vault,5,noun,burial chamber|strongroom|roof|jump
vault,5,verb,jump|jump
vaunt,5,noun,boast
vaunt,5,verb,overstate
v-day,5,noun,day
veery,5,noun,thrush
vegan,5,noun,vegetarian
velar,5,noun,consonant
veldt,5,noun,grassland
velum,5,noun,plant part|flap
venom,5,noun,animal toxin|malevolence
venue,5,noun,scene|jurisdiction
venus,5,noun,mollusk genus
vepse,5,noun,russian|baltic-finnic
verge,5,noun,boundary|limit|staff|border
verge,5,verb,bound
verpa,5,noun,morel
verse,5,noun,writing style|poem|line
verse,5,verb,write|familiarize
verso,5,noun,page|side
verst,5,noun,linear unit
vertu,5,noun,taste|quality
verve,5,noun,energy
vespa,5,noun,arthropod genus
vetch,5,noun,legume
vexed,5,verb,displease|perturb|move|debate|confuse
vexer,5,noun,unwelcome person
viand,5,noun,dish
vibes,5,noun,percussion instrument|air
vicar,5,noun,priest|clergyman|clergyman
vicia,5,noun,rosid dicot genus
vidar,5,noun,norse deity
video,5,noun,visual communication|recording|visual communication|broadcasting
vidua,5,noun,bird genus
vigil,5,noun,wakefulness|rite|surveillance
vigna,5,noun,rosid dicot genus
vigor,5,noun,force|strength|liveliness
villa,5,noun,house|country house|country house
vinca,5,noun,dicot genus
vinyl,5,noun,group|plastic
viola,5,noun,herb|dilleniid dicot genus|bowed stringed instrument
vioxx,5,noun,cox-2 inhibitor
viper,5,noun,snake
vireo,5,noun,oscine
virga,5,noun,precipitation
virgo,5,noun,person
virtu,5,noun,taste|quality|objet d'art
virus,5,noun,infectious agent;microorganism|representation|malevolent program
visit,5,noun,meeting|meeting|meeting|meeting|stay
visit,5,verb,tour|travel|meet|communicate|converse|bide|afflict
visor,5,noun,armor plate|brim
vista,5,noun,visual percept
vitis,5,noun,dicot genus
vixen,5,noun,unpleasant woman|fox
vizor,5,noun,armor plate|brim
vocal,5,noun,music|musical composition
vodka,5,noun,liquor
vogue,5,noun,taste|acceptance
vogul,5,noun,russian|ugric
voice,5,noun,sound|communication|sound|expression|means|communication|singer|advocate|physical ability|grammatical relation|tune
voice,5,verb,express|pronounce
voile,5,noun,fabric
volva,5,noun,plant part
vomer,5,noun,bone
vomit,5,noun,body waste|remedy|expulsion;reflex
vomit,5,verb,excrete
voter,5,noun,citizen
vouch,5,verb,testify|pledge|summon|confirm
vouge,5,noun,pike
vowel,5,noun,phone|letter
vower,5,noun,promiser
vroom,5,noun,sound
vroom,5,verb,roar
vulva,5,noun,female genitalia
wacko,5,noun,eccentric
wader,5,noun,aquatic bird
wafer,5,noun,paste|cookie|bread
wager,5,noun,gambling|gamble
wager,5,verb,gamble|predict
wages,5,noun,consequence|regular payment
wages,5,verb,contend|jiggle
wagon,5,noun,wheeled vehicle|van|wheeled vehicle|car
wahoo,5,noun,shrub|shrub|mackerel
waist,5,noun,area|part
waive,5,verb,abandon
waken,5,verb,change|change state
waker,5,noun,attendant|person
wales,5,noun,injury|board
wally,5,noun,fool
waltz,5,noun,victory|dance music|ballroom dancing
waltz,5,verb,dance
warji,5,noun,west chadic
waste,5,noun,material|activity|improvidence|wilderness|act
waste,5,verb,use|use|discard|run|kill|spend|weaken|enfeeble|destroy|devolve
watch,5,noun,timepiece|shift|surveillance|time period|watchman|rite
watch,5,verb,check|watch
water,5,noun,binary compound;liquid|thing|element|facility|body waste|food;liquid;nutrient
water,5,verb,wet|supply|secrete|fill
watts,5,noun,power unit
waver,5,noun,communicator|pause|motion
waver,5,verb,hesitate|move|swing|move back and forth|swing|voice
waxed,5,verb,cover|increase|increase
weald,5,noun,country
weary,5,verb,indispose|devolve
weave,5,noun,design
weave,5,verb,twist|create from raw material|swing|travel
weber,5,noun,flux unit
wedel,5,verb,ski
wedge,5,noun,triangle|sandwich|diacritical mark|heel|iron|inclined plane|block
wedge,5,verb,fasten|move
weeds,5,noun,garment|vascular plant|band|cannabis
weeds,5,verb,remove
weigh,5,verb,measure|quantify|be|count
weird,5,noun,anglo-saxon deity
welch,5,verb,cheat
wells,5,noun,excavation|vessel|source|shaft|compartment
wells,5,verb,surface
welsh,5,noun,european|brythonic|cattle
welsh,5,verb,cheat
wench,5,noun,girl
wench,5,verb,fornicate
whack,5,noun,sound|blow
whack,5,verb,hit
whale,5,noun,large person|cetacean
whale,5,verb,hunt
whang,5,noun,blow
whang,5,verb,beat|hit|attack
wharf,5,noun,platform
wharf,5,verb,supply|store|drop|dock|moor
wheal,5,noun,injury
wheat,5,noun,cereal|grain|yellow
wheel,5,noun,machine|handwheel|force|helm|game equipment|instrument of torture|wheeled vehicle
wheel,5,verb,revolve|transport|travel|ride
whelk,5,noun,seafood|seasnail
whelk,5,verb,snail
whelm,5,verb,arouse
whelp,5,noun,young mammal
whelp,5,verb,give birth
whiff,5,noun,gust|lefteye flounder|strikeout
whiff,5,verb,smell|blow|strike out|smoke|talk
while,5,noun,time
whine,5,noun,complaint
whine,5,verb,travel|talk|make noise|complain
whirl,5,noun,movement|round shape|attempt|rotation
whirl,5,verb,revolve|rotate|run|revolve|move
whirr,5,noun,sound
whirr,5,verb,sound|utter
whish,5,verb,sound|travel
whisk,5,noun,mixer|broom
whisk,5,verb,bring|travel|wipe|beat
whist,5,noun,card game
white,5,noun,person|achromatic color|ingredient|man|trouser
white,5,verb,discolor
whizz,5,noun,expert
whizz,5,verb,sound|travel rapidly
whole,5,noun,concept|object
whomp,5,verb,slap|beat
whoop,5,noun,cry
whoop,5,verb,shout|cough
whore,5,noun,woman
whore,5,verb,work|fornicate|compromise
whorl,5,noun,round shape|hair|structure
wicca,5,noun,cult|religion
widen,5,verb,increase|change|change|increase
widow,5,noun,woman
widow,5,verb,leave
width,5,noun,dimension
wield,5,verb,have|manipulate
wight,5,noun,person|county
wince,5,noun,facial expression|startle
wince,5,verb,move|grimace
winch,5,noun,lifting device
winch,5,verb,pull
wings,5,noun,means|insignia|organ|airfoil|stage|air unit|formation|hockey player|position|social group|helping|barrier|addition
wings,5,verb,travel
wiper,5,noun,worker|contact|mechanical device
wired,5,verb,equip|telecommunicate|fasten|string|adapt
wirer,5,noun,communicator|skilled worker
witch,5,noun,occultist|imaginary being|pagan|old woman
witch,5,verb,charm
withe,5,noun,band|branchlet
withy,5,noun,branchlet
wolof,5,noun,west african
woman,5,noun,adult;female|female|cleaner|class
woods,5,noun,vegetation|plant material|vegetation|wind instrument|golf club
wooer,5,noun,admirer
woosh,5,verb,move
words,5,noun,speech|text|language|dispute|line|language unit|statement|information|order|speech|promise|computer memory unit|positive identification;secret|sacred text
words,5,verb,express
works,5,noun,building complex|entirety|activity|mechanism|activity|product|occupation|learning|energy|geographic point|end product
works,5,verb,succeed|transform|work|pass|work|go|move|make|use|fix|be|affect|operate|manage|stimulate|capture|create from raw material|move|manipulate|use|understand|convert|change state|become
world,5,noun,natural object|class|experience|people|part|concern|group;homo
worry,5,noun,negative stimulus|anxiety
worry,5,verb,mind|perturb|incise|rub
worse,5,noun,bad
worst,5,noun,result|evil|attempt
worst,5,verb,beat
worth,5,noun,indefinite quantity|quality
wound,5,noun,injury|personnel casualty|distress|damage
wound,5,verb,hurt|arouse|travel|be|move|smell|tighten|intertwine|raise
woven,5,verb,twist|create from raw material|swing|travel
wrack,5,noun,seaweed|destruction|seaweed
wrack,5,verb,destroy
wrath,5,noun,fury|mortal sin
wrawl,5,verb,utter
wreak,5,verb,make
wreck,5,noun,decline|accident|accident|ship
wreck,5,verb,destroy
wrest,5,verb,seize
wrick,5,noun,spasm
wrick,5,verb,injure
wring,5,noun,movement
wring,5,verb,twist|twist|overcharge|squash
wrist,5,noun,gliding joint
write,5,verb,create verbally|communicate|create verbally|correspond|communicate|make|trace|record|create by mental act
wrong,5,noun,injustice|injury
wrong,5,verb,treat
x ray,5,noun,electromagnetic radiation;ionizing radiation|radiogram
xanax,5,noun,benzodiazepine
xenon,5,noun,chemical element;noble gas
xerox,5,noun,copy|duplicator
xerox,5,verb,reproduce
xhosa,5,noun,african|nguni
x-ray,5,noun,electromagnetic radiation;ionizing radiation|radiogram
x-ray,5,verb,examine|photograph
xviii,5,noun,large integer
xxiii,5,noun,large integer
xxvii,5,noun,large integer
xylem,5,noun,vascular tissue
xylol,5,noun,solvent
xyris,5,noun,monocot genus
yacca,5,noun,conifer
yacht,5,noun,vessel
yacht,5,verb,boat
yahoo,5,noun,rustic
yakut,5,noun,turki|turki
yanan,5,noun,hokan
yearn,5,verb,desire|hanker|care for
years,5,noun,time of life|time period|life|time period|time period|time period|gathering
yeast,5,noun,leaven|fungus
yenta,5,noun,shrew|gossip
yibit,5,noun,computer memory unit
yield,5,noun,production|income|product|indefinite quantity
yield,5,verb,supply|change|produce|give|move|make|agree|die|gain|stretch|accept
yobbo,5,noun,attacker
yodel,5,noun,cry
yodel,5,verb,sing
yokel,5,noun,rustic
young,5,noun,animal|age group
youth,5,noun,juvenile|age group|time of life|maturity|time period|youngness
yo-yo,5,noun,plaything
yquem,5,noun,white wine
yucca,5,noun,shrub
yuman,5,noun,hokan
zaire,5,noun,zairese monetary unit
zakat,5,noun,charity;pillar of islam
zaman,5,noun,albizzia
zamia,5,noun,cycad
zapus,5,noun,mammal genus
zayin,5,noun,letter
zebra,5,noun,equine
zibit,5,noun,computer memory unit
zilch,5,noun,relative quantity
zippo,5,noun,relative quantity
zloty,5,noun,polish monetary unit
zocor,5,noun,lipid-lowering medicine
zombi,5,noun,spirit|deity|dead person|anomaly|highball
zooid,5,noun,organism
zoril,5,noun,muishond
